"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-01","0.24",,"41","37"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-02","0.00",,"45","35"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-03","0.12",,"52","38"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-04","0.03",,"67","48"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-05","0.41",,"51","45"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-06","0.00",,"47","30"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-07","0.00",,"55","27"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-08","0.04",,"65","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-09","0.00",,"62","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-10","0.00",,"62","55"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-11","0.02",,"60","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-12","0.05",,"58","45"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-13","0.00",,"65","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-14","0.00",,"63","56"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-15","0.16",,"53","45"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-16","0.37",,"51","39"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-17","0.00",,"60","45"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-18","0.04",,"64","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-19","0.00",,"67","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-20","0.17",,"57","49"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-21","0.01",,"59","42"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-22","0.01",,"60","42"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-23","0.00",,"60","44"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-24","0.03",,"59","42"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-25","0.84",,"60","49"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-26","0.56",,"49","46"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-27","0.00",,"56","40"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-28","0.00",,"60","45"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-29","0.00",,"62","48"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-30","0.56",,"57","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-01-31","0.05",,"57","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-01","0.41",,"54","48"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-02","0.00",,"60","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-03","0.00",,"60","48"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-04","0.56",,"62","46"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-05","0.00",,"57","41"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-06","0.00",,"59","36"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-07","0.00",,"65","37"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-08","0.00",,"55","36"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-09","0.03",,"57","38"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-10","0.02",,"55","45"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-11","0.17",,"56","45"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-12","0.02",,"56","44"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-13","0.50",,"57","38"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-14","0.20",,"46","34"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-15","1.31",,"46","33"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-16","0.09",,"50","38"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-17","0.32",,"59","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-18","0.74",,"50","45"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-19","0.00",,"56","37"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-20","0.02",,"56","36"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-21","0.02",,"58","39"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-22","0.00",,"58","38"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-23","0.02",,"58","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-24","0.18",,"54","40"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-25","1.19",,"49","41"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-26","0.44",,"49","37"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-27","0.13",,"48","33"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-02-28","0.00",,"45","31"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-01","0.00",,"44","38"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-02","0.36",,"46","36"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-03","0.51",,"46","38"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-04","0.48",,"51","39"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-05","0.13",,"50","41"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-06","0.00",,"53","36"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-07","0.18",,"54","34"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-08","0.71",,"50","37"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-09","0.00",,"50","32"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-10","0.30",,"51","29"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-11","0.00",,"51","31"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-12","0.01",,"57","29"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-13","0.00",,"54","31"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-14","0.04",,"53","38"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-15","0.26",,"45","42"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-16","0.17",,"51","44"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-17","0.00",,"53","44"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-18","0.24",,"55","45"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-19","0.18",,"55","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-20","0.00",,"61","43"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-21","0.50",,"74","42"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-22","0.15",,"55","49"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-23","0.06",,"58","46"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-24","0.08",,"62","42"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-25","0.01",,"58","38"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-26","0.29",,"49","35"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-27","0.00",,"52","40"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-28","0.00",,"49","33"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-29","0.01",,"57","32"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-30","0.00",,"68","35"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-03-31","0.08",,"54","40"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-01","0.26",,"51","35"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-02","0.03",,"47","35"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-03","0.06",,"50","35"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-04","0.45",,"54","34"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-05","0.00",,"56","37"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-06","0.00",,"55","32"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-07","0.09",,"50","37"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-08","0.44",,"51","36"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-09","0.30",,"51","40"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-10","0.10",,"53","43"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-11","0.36",,"60","41"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-12","0.01",,"64","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-13","0.00",,"60","52"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-14","0.00",,"62","43"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-15","0.00",,"71","39"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-16","0.00",,"85","44"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-17","0.00",,"61","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-18","0.08",,"62","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-19","0.25",,"55","48"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-20","0.46",,"53","43"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-21","0.00",,"58","41"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-22","0.00",,"70","42"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-23","0.00",,"65","43"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-24","0.01",,"65","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-25","0.54",,"69","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-26","0.15",,"54","44"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-27","0.72",,"49","44"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-28","0.13",,"50","38"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-29","0.11",,"55","35"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-04-30","0.20",,"55","49"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-01","0.00",,"58","49"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-02","0.00",,"71","40"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-03","0.00",,"82","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-04","0.10",,"77","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-05","0.04",,"62","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-06","0.51",,"65","46"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-07","0.00",,"55","46"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-08","0.00",,"64","39"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-09","0.05",,"64","45"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-10","0.00",,"67","43"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-11","0.00",,"64","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-12","0.03",,"70","42"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-13","0.00",,"77","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-14","0.00",,"73","48"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-15","0.69",,"65","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-16","0.09",,"58","52"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-17","0.06",,"56","52"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-18","0.00",,"58","52"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-19","0.00",,"65","49"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-20","0.00",,"65","48"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-21","0.00",,"60","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-22","0.00",,"66","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-23","0.00",,"77","44"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-24","0.00",,"90","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-25","0.00",,"65","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-26","0.00",,"67","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-27","0.00",,"75","49"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-28","0.00",,"73","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-29","0.00",,"63","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-30","0.00",,"64","52"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-05-31","0.00",,"73","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-01","0.00",,"73","48"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-02","0.00",,"82","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-03","0.00",,"82","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-04","0.21",,"84","59"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-05","0.28",,"76","55"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-06","0.00",,"76","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-07","0.03",,"76","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-08","0.01",,"72","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-09","0.00",,"69","59"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-10","0.00",,"82","60"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-11","0.00",,"68","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-12","0.46",,"63","59"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-13","0.01",,"71","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-14","0.00",,"72","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-15","0.66",,"74","55"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-16","0.04",,"74","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-17","0.31",,"73","57"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-18","0.00",,"68","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-19","0.01",,"68","56"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-20","0.00",,"73","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-21","0.00",,"83","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-22","0.06",,"69","60"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-23","0.00",,"75","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-24","0.00",,"75","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-25","0.00",,"78","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-26","0.00",,"89","65"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-27","0.11",,"72","60"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-28","0.00",,"68","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-29","0.00",,"70","57"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-06-30","0.00",,"71","55"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-01","0.17",,"79","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-02","0.05",,"65","56"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-03","0.00",,"69","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-04","0.00",,"73","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-05","0.00",,"86","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-06","0.00",,"97","63"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-07","0.35",,"75","59"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-08","0.00",,"80","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-09","0.00",,"70","59"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-10","0.03",,"84","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-11","0.00",,"77","59"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-12","0.00",,"80","61"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-13","0.16",,"94","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-14","0.19",,"73","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-15","0.22",,"69","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-16","0.00",,"70","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-17","0.00",,"72","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-18","0.00",,"77","52"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-19","0.00",,"74","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-20","0.07",,"77","56"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-21","0.02",,"68","61"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-22","0.00",,"81","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-23","0.02",,"74","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-24","0.00",,"79","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-25","0.00",,"73","56"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-26","0.00",,"85","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-27","0.00",,"81","63"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-28","0.00",,"75","66"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-29","0.19",,"72","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-30","0.00",,"69","61"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-07-31","0.00",,"72","61"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-01","0.00",,"90","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-02","2.51",,"91","63"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-03","0.78",,"74","64"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-04","0.69",,"78","64"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-05","0.22",,"66","64"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-06","0.00",,"78","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-07","0.00",,"76","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-08","0.02",,"71","60"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-09","0.00",,"72","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-10","0.00",,"73","60"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-11","0.00",,"76","57"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-12","0.00",,"85","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-13","0.00",,"72","63"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-14","0.00",,"75","61"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-15","0.00",,"80","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-16","0.42",,"82","59"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-17","0.00",,"77","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-18","0.07",,"80","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-19","0.00",,"80","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-20","0.23",,"68","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-21","0.00",,"68","55"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-22","0.01",,"69","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-23","0.00",,"70","60"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-24","0.00",,"75","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-25","0.00",,"90","52"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-26","0.45",,"87","59"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-27","0.01",,"86","64"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-28","0.50",,"74","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-29","0.00",,"72","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-30","0.00",,"72","57"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-08-31","0.00",,"77","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-01","0.00",,"76","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-02","0.00",,"74","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-03","0.09",,"74","62"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-04","0.00",,"75","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-05","0.00",,"78","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-06","0.00",,"89","55"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-07","0.00",,"94","60"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-08","0.00",,"74","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-09","0.06",,"82","54"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-10","1.71",,"62","55"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-11","0.00",,"68","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-12","0.00",,"77","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-13","0.00",,"71","56"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-14","0.00",,"78","52"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-15","0.04",,"68","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-16","0.03",,"69","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-17","0.00",,"83","45"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-18","0.00",,"80","52"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-19","0.00",,"77","55"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-20","0.00",,"82","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-21","0.00",,"89","52"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-22","0.00",,"86","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-23","0.00",,"73","55"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-24","0.00",,"72","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-25","0.00",,"77","61"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-26","0.00",,"87","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-27","0.00",,"91","63"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-28","0.00",,"90","66"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-29","0.00",,"76","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-09-30","0.00",,"68","64"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-01","0.48",,"66","64"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-02","0.06",,"68","60"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-03","0.01",,"67","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-04","0.02",,"65","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-05","0.00",,"75","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-06","0.53",,"70","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-07","0.00",,"64","49"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-08","0.76",,"65","41"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-09","0.04",,"60","46"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-10","0.00",,"65","43"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-11","0.02",,"59","53"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-12","0.00",,"75","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-13","0.00",,"73","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-14","0.00",,"74","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-15","0.00",,"71","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-16","0.00",,"69","49"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-17","0.00",,"79","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-18","0.00",,"67","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-19","0.02",,"66","48"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-20","1.41",,"57","45"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-21","0.88",,"51","42"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-22","0.08",,"56","40"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-23","0.00",,"57","41"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-24","0.00",,"60","40"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-25","0.00",,"71","39"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-26","0.00",,"66","38"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-27","0.00",,"67","37"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-28","0.00",,"64","36"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-29","0.00",,"70","42"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-30","0.00",,"74","44"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-10-31","0.00",,"82","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-01","0.00",,"79","48"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-02","0.00",,"78","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-03","0.00",,"73","46"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-04","0.00",,"66","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-05","0.01",,"64","48"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-06","0.00",,"64","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-07","0.89",,"58","47"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-08","0.00",,"62","44"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-09","0.04",,"60","48"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-10","0.00",,"60","49"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-11","0.00",,"64","50"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-12","0.52",,"67","51"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-13","0.04",,"54","43"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-14","1.27",,"52","42"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-15","0.52",,"56","42"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-16","0.44",,"59","45"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-17","0.00",,"68","55"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-18","0.32",,"69","58"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-19","0.00",,"60","49"
"SPE00120611","BILBAO AEROPUERTO, SP","1970-11-20","0.40",,"67","47"
